pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
2212,two kids pushing inflatable crocodile pool,two kids taking green colored crocodile float swimming pool,4.2,NEUTRAL
2213,two crocodiles floating green colored swimming pool near playing kids,two kids pushing inflatable crocodile pool,3.9,NEUTRAL
2215,someone falling horse,someone falling horse,4.8,ENTAILMENT
2217,someone falling horse,horse falling someone,2.9,NEUTRAL
2218,man abruptly knocked horse,man knocked horse,4.3,ENTAILMENT
2222,man knocked horse,someone falling horse,3.9,ENTAILMENT
2226,woman tapping fingers nervously,woman tapping fingers,4.6,ENTAILMENT
2228,woman tapping fingers desk,woman tapping fingers table,4.2,ENTAILMENT
2232,woman tapping fingers table,woman tapping fingers nervously,4.4,NEUTRAL
2233,woman tapping fingers,woman tapping fingers table,3.8,CONTRADICTION
2234,woman tapping fingers table,woman tapping fingers,4.7,ENTAILMENT
2235,dog pushing toddler rain puddle,dog pushing toddler puddle rain,4.9,ENTAILMENT
2236,dog pushing toddler rain puddle,dog pulling toddler rain puddle,3.5,NEUTRAL
2238,dog knocking boy water,dog knocking boy water,3.7,CONTRADICTION
2239,boy knocking dog bottle water,dog knocking boy water,2.85,NEUTRAL
2240,dog pushing toddler rain puddle,boy knocked water dog,4,NEUTRAL
2242,dog pushing toddler rain puddle,boy knocking dog bottle water,2.1,NEUTRAL
2243,dog pushing toddler puddle rain,dog knocking boy water,3.9,ENTAILMENT
2247,man eating bowl cereal,man eating bowl cereal,4,CONTRADICTION
2250,man eating bowl cereal,cereal eaten man,4.8,ENTAILMENT
2251,man eating cereal,man eating bowl cereal,4,CONTRADICTION
2252,man hungrily eating bowl cereal,man eating cereal,4.7,ENTAILMENT
2253,man eating cereal,man eating bowl cereal,3.7,CONTRADICTION
2259,person playing flute,man playing guitar,2.6,NEUTRAL
2260,man playing guitar,man playing flute,3.065,NEUTRAL
2261,man strumming guitar,man playing flute,2.5,NEUTRAL
2263,man playing flute,man playing guitar,2.9,NEUTRAL
2266,woman adding sugar meat slowly,woman adding sugar meat,4.55,ENTAILMENT
2272,woman adding sugar meat,woman adding spices meat,3.9,ENTAILMENT
2274,dog biting,dog dropping,3.3,NEUTRAL
2275,dog opening food,dog opening jar food,4.3,NEUTRAL
2277,dog biting,dog opening jar food,3.4,NEUTRAL
2281,dog opening food,dog biting,3.3,ENTAILMENT
2282,cat playing watermelon,one cat playing watermelon,4.9,ENTAILMENT
2287,cat playing watermelon,cat playing watermelon,3.7,CONTRADICTION
2288,one cat playing watermelon,cat playing watermelon,5,ENTAILMENT
2289,cat playing watermelon,cat playing watermelon,3.4,CONTRADICTION
2291,boy playing guitar,boy playing guitar,4.8,ENTAILMENT
2297,boy playing guitar,kid playing guitar,4.5,ENTAILMENT
2299,boy playing guitar,kid playing guitar,4.8,ENTAILMENT
2302,woman waterskiing fearlessly,woman waterskiing,4.5,ENTAILMENT
2303,woman waterskiing,woman waterskiing,4.1,CONTRADICTION
2304,woman wakeboarding lake,woman waterskiing fearlessly,3.4,NEUTRAL
2305,woman wakeboarding lake,woman waterskiing,3.6,CONTRADICTION
2307,woman waterskiing,woman watching lake,3.5,NEUTRAL
2308,woman waterskiing,woman wakeboarding lake,3.6,NEUTRAL
2309,someone banging lens camera nail,someone banging camera lens nail,4.9,ENTAILMENT
2310,someone banging camera lens nail,one banging camera lens nail,3.3,CONTRADICTION
2311,someone nailing camera lens loud bangs,someone banging camera lens nail,4.1,NEUTRAL
2314,man hammering nail camera,camera man nailing hammer wall,3.1,NEUTRAL
2315,someone banging camera lens nail,camera hammered onto nail man,3.535,NEUTRAL
2316,someone banging camera lens nail,man hammering nail camera,3.6,CONTRADICTION
2317,camera man nailing hammer wall,someone banging camera lens nail,2.3,NEUTRAL
2318,someone banging lens camera nail,man hammering nail camera,4.5,ENTAILMENT
2319,one banging camera lens nail,man hammering nail camera,4.2,NEUTRAL
2322,person slicing onion,person cutting onion,4.8,ENTAILMENT
2327,person eating cut onion,person cutting onion,3.6,NEUTRAL
2329,person cutting onion,person cutting onion,4,CONTRADICTION
2330,person cutting onion,person eating cut onion,3.4,NEUTRAL
2332,person wrapping onion,person cutting onion,3.5,NEUTRAL
2333,person near onion cut,person cutting onion,3.2,NEUTRAL
2338,oriental lady cutting carrot thin pieces,oriental lady cutting carrot thin pieces,4.1,CONTRADICTION
2339,thin lady piecing together oriental carrot cuts,oriental lady cutting carrot thin pieces,3.1,NEUTRAL
2340,oriental lady cutting carrot pieces thin,woman slicing carrot,4,ENTAILMENT
2341,oriental lady cutting carrot thin pieces,woman slicing carrot,2.7,NEUTRAL
2344,woman slicing carrot,oriental lady cutting carrot thin pieces,2.4,CONTRADICTION
2348,man pouring plate shredded cheese pot sauce,man pouring pot cheese sauce shredded plate,3,NEUTRAL
2350,lady adding cheese sauce,woman removing cheese sauce,3.4,CONTRADICTION
2351,man pouring plate shredded cheese pot sauce,woman adding cheese sauce,2.6,NEUTRAL
2352,man pouring plate shredded cheese pot sauce,woman removing cheese sauce,2.6,NEUTRAL
2358,person burning cameras blow torch,person repairing cameras blow torch,3.6,NEUTRAL
2359,person cameras blowing burning torch,person burning cameras blow torch,3.3,NEUTRAL
2360,tall person setting fire cameras,person setting fire cameras,4.5,ENTAILMENT
2363,person setting fire cameras,person burning cameras blow torch,3.9,CONTRADICTION
2365,person setting fire cameras,person repairing cameras blow torch,3.1,NEUTRAL
2368,man playing guitar,one man playing guitar,4.9,ENTAILMENT
2369,man playing guitar,man playing guitar,3.4,CONTRADICTION
2374,man playing acoustic guitar,one man playing guitar,4.1,ENTAILMENT
2375,man playing acoustic guitar,man playing guitar,4.2,CONTRADICTION
2377,person cutting onion pieces,person dicing onion,4.7,ENTAILMENT
2381,carrot sliced pieces person,person cutting onion pieces,3.2,NEUTRAL
2383,person slicing carrot pieces,person dicing onion,2.9,NEUTRAL
2386,man slicing potato,person carefully slicing potato,4.2,NEUTRAL
2388,man cooking slices potato,man slicing potato,3.7,NEUTRAL
2391,man slicing potato,person slicing potato,4.6,ENTAILMENT
2397,somebody cutting tomato,someone cutting tomato,5,ENTAILMENT
2400,woman holding whole tomato,lady slicing tomato,3.7,NEUTRAL
2401,woman slicing tomato,someone cutting tomato,4.5,ENTAILMENT
2407,man cleaning dish,man preparing dish,3.2,NEUTRAL
2409,woman slicing onion knife,woman slicing onion knife,3.3,CONTRADICTION
2413,man cleaning dish,woman slicing onion knife,1.4,NEUTRAL
2414,woman slicing onion knife,man preparing dish,2.2,NEUTRAL
2415,runners competing race,runners competing race,4.9,ENTAILMENT
2422,runners competing race,runners racing around track,3.835,NEUTRAL
2423,runners racing around track,runners taking part race,3.8,CONTRADICTION
2426,man racing,man running,4.1,NEUTRAL
2429,man running road,man running road,3.4,CONTRADICTION
2431,man running,man running road,3.6,NEUTRAL
2436,man idling,man playing keyboard nose,1.8,NEUTRAL
2438,man funnily playing piano nose,man playing piano nose,4.6,ENTAILMENT
2440,man funnily playing piano nose,man playing keyboard nose,4.7,ENTAILMENT
2441,man playing piano nose,man playing keyboard nose,2.9,CONTRADICTION
2445,man playing piano nose,man playing keyboard nose,4.5,ENTAILMENT
2447,baby rhino shunning adult rhino,baby rhino following adult rhino,3.5,CONTRADICTION
2450,baby rhino walking around pen mother,baby rhino mother standing pen,3.6,NEUTRAL
2455,baby rhino walking around pen mother,"rhino, little, following adult rhino",4.2,ENTAILMENT
2456,baby rhino shunning adult rhino,baby rhino walking around pen mother,3.215,NEUTRAL
2457,baby rhino walking around pen mother,baby adult followed rhino,2.8,NEUTRAL
2458,baby rhino walking around pen mother,baby rhino following adult rhino,4.1,ENTAILMENT
2459,man riding motorbike,man riding motorcycle,5,ENTAILMENT
2465,man riding motorcycle town,man riding motorbike,4.6,ENTAILMENT
2466,man riding motorcycle town,man getting motorcycle,2.865,NEUTRAL
2467,man riding motorcycle town,man riding motorcycle,4.4,ENTAILMENT
2472,persons singing,group people singing,4.8,ENTAILMENT
2474,people singing,people singing,4.7,ENTAILMENT
2486,one man dancing,man dancing,4.6,ENTAILMENT
2491,man dancing,man silent,2.3,NEUTRAL
2494,man dancing,man speaking,1.7,NEUTRAL
2495,man carefully climbing rope,man climbing rope,4.5,ENTAILMENT
2496,man untying rope,man climbing rope,3.15,NEUTRAL
2497,man roped climb,man climbing rope,3.1,NEUTRAL
2499,panda climbing,panda climbing,3.3,CONTRADICTION
2500,one panda climbing,man climbing rope,1.6,NEUTRAL
2505,panda climbing,man climbing rope,1.6,NEUTRAL
2506,woman dancing beautifully cage,woman dancing cage,4.8,ENTAILMENT
2508,woman caged dance,woman dancing cage,3.9,NEUTRAL
2509,woman dancing,lady dancing,5,ENTAILMENT
2510,woman dancing,woman dancing,3.8,CONTRADICTION
2514,woman dancing cage,woman dancing,3.4,NEUTRAL
2515,woman caged dance,woman dancing,3.3,NEUTRAL
2518,four people floating raft,nobody floating raft,4.15,CONTRADICTION
2521,people riding paddling raft,people paddling near raft ridden,4,NEUTRAL
2529,cat eating corn cob,cat eating corn cob,3.8,CONTRADICTION
2530,cat eating corn,cat eating corn,5,ENTAILMENT
2538,someone slicing tomato,nobody slicing tomato,3.9,CONTRADICTION
2539,person quickly slicing vegetable,person slicing vegetable,4.6,ENTAILMENT
2540,person slicing vegetable,person slicing vegetable,4.085,CONTRADICTION
2543,someone cutting tomato,person slicing vegetable,4.6,ENTAILMENT
2545,someone slicing tomato,person slicing vegetable,4.1,ENTAILMENT
2549,little girl playing piano,little girl playing piano,3.5,CONTRADICTION
2551,little girl playing piano,little girl playing grand piano stage,2.6,CONTRADICTION
2553,little girl playing piano,little girl playing grand piano stage,3.6,NEUTRAL
2554,little girl playing grand piano stage,little girl playing piano,4.4,ENTAILMENT
2555,man playing guitar,man playing guitar,4.9,ENTAILMENT
2561,man playing guitar,someone playing guitar,4.6,ENTAILMENT
2569,man dancing,three women standing still,1.7,NEUTRAL
2572,man dancing,three women dancing,2.8,NEUTRAL
2574,man playing bamboo flute,man playing bamboo flute,4,CONTRADICTION
2577,man playing bamboo flute,flute played man,4.3,ENTAILMENT
2578,man playing bamboo flute,man playing flute,3.5,CONTRADICTION
2579,man playing flute made bamboo,man playing flute,4.1,ENTAILMENT
2582,person absently cutting mushrooms knife,person cutting mushrooms knife,3.7,ENTAILMENT
2583,person cutting mushrooms knife,person putting away mushrooms,3.3,NEUTRAL
2588,person absently cutting mushrooms knife,person cutting mushrooms,4.2,ENTAILMENT
2589,person cutting mushrooms,person putting away mushrooms,3.5,NEUTRAL
2590,person cutting mushrooms knife,person cutting mushrooms,4.8,ENTAILMENT
2591,tiger pacing around cage,tiger walking around cage,4.8,ENTAILMENT
2592,tiger walking outside cage,tiger walking around cage,4.4,ENTAILMENT
2593,tiger walking around aim,tiger walking around aimlessly,3.965,ENTAILMENT
2594,tiger walking around aimlessly,tiger sitting,3.4,NEUTRAL
2596,tiger walking around aim,tiger walking around cage,3.8,NEUTRAL
2597,tiger sitting,tiger walking around cage,2.9,NEUTRAL
2599,tiger walking around aimlessly,tiger pacing around cage,4.4,NEUTRAL
2601,tiger walking around aimlessly,tiger walking around cage,3.9,NEUTRAL
2602,monkey brushing dog,monkey brushing dog,5,ENTAILMENT
2608,monkey brushing dog,monkey brushing bull dog,3.2,CONTRADICTION
2615,lady dicing onions,woman dicing onions,5,ENTAILMENT
2619,woman dicing onions,woman swiftly cutting onion,4.5,NEUTRAL
2622,man wearing hard hat dancing,man wearing hat hard dancing,4.9,ENTAILMENT
2623,man wearing hard hat dancing,man naked standing still,1.9,NEUTRAL
2625,man hard hat dancing,man hard hat dancing,4.9,ENTAILMENT
2626,man hard hat dancing,man hard hat dancing,3.9,CONTRADICTION
2627,man hard hat dancing,man wearing hard hat dancing,5,ENTAILMENT
2628,man wearing hard hat dancing,man hard hat dancing,3.6,CONTRADICTION
2630,man naked standing still,man hard hat dancing,1.6,NEUTRAL
2632,man wearing hard hat dancing,man hard hat dancing,4.7,ENTAILMENT
2634,two boys studying,two boys playing video game,2.6,NEUTRAL
2636,two boys couch reading book,two boys couch playing video games,3,NEUTRAL
2637,video games two playing boys couch,two boys couch playing video games,3.9,NEUTRAL
2638,two boys couch playing games tv,two boys playing video game,4,ENTAILMENT
2640,video games two playing boys couch,two boys playing video game,2.9,NEUTRAL
2643,two boys couch playing video games,two boys playing video game,4.3,ENTAILMENT
2650,man slicing vegetables,woman cutting potato,3,NEUTRAL
2651,man slicing vegetables,woman slicing potato,2.5,NEUTRAL
2654,lady cracking egg mixer,lady cracking egg mixer,2.9,CONTRADICTION
2655,lady carefully slicing meat,lady slicing meat,4.3,ENTAILMENT
2656,lady slicing meat,lady slicing meat,4.1,CONTRADICTION
2657,lady eating slices meat,lady slicing meat,3.4,NEUTRAL
2660,lady cracking egg mixer,lady eating slices meat,1.7,NEUTRAL
2664,ferrets climbing shelf,ferrets climbing shelf,4.9,ENTAILMENT
2666,ferrets climbing cage,several ferrets climbing cage,4.8,ENTAILMENT
2670,ferrets climbing shelf,several ferrets climbing cage,3.7,NEUTRAL
2672,ferrets climbing shelf,several ferrets climbing cage,3.5,NEUTRAL
2673,man getting automobile,man getting car,4.8,ENTAILMENT
2675,man hurriedly getting car garage,man getting car garage,4.7,ENTAILMENT
2680,man getting garage car,man getting car,2.7,NEUTRAL
2682,man getting car garage,man getting car,3,NEUTRAL
2684,person cutting capsicum pieces,capsicum cut pieces person,4.9,ENTAILMENT
2688,person cutting capsicum pieces,one person slicing clove garlic pieces,3.5,NEUTRAL
2689,person cutting capsicum pieces,person slicing clove garlic pieces,3.5,ENTAILMENT
2691,nobody cutting capsicum pieces,person slicing clove garlic pieces,3.1,NEUTRAL
2692,person slicing clove garlic pieces,person cutting capsicum pieces,3.1,NEUTRAL
2696,man singing playing guitar,man singing playing guitar,4,CONTRADICTION
2701,man singing playing guitar,man playing guitar,4.3,ENTAILMENT
2702,person boiling noodles,person boiling noodles,5,ENTAILMENT
2703,person boiling noodles,person boiling noodles,3.8,CONTRADICTION
2705,woman drying noodles,woman boiling noodles water,3.3,NEUTRAL
2707,woman drying noodles,person boiling noodles,3.4,NEUTRAL
2708,woman boiling noodles water,person boiling noodles,4.6,ENTAILMENT
2709,person boiling noodles,woman boiling noodles water,2.9,CONTRADICTION
2710,woman boiling noodles water,person boiling noodles,4.3,ENTAILMENT
2711,karate practitioner kicking another man wearing protective boxing gloves,karate practitioner kicking another man wearing protective gloves boxing,4.8,ENTAILMENT
2713,man clumsily kick boxing trainer,man kick boxing trainer,4.5,ENTAILMENT
2714,man kick boxing trainer,man kick boxing trainer,3.7,CONTRADICTION
2715,man kicking boxing trainer,man kick boxing trainer,3.65,ENTAILMENT
2716,man clumsily kick boxing trainer,karate practitioner kicking another man wearing protective boxing gloves,2.8,NEUTRAL
2718,man kicking boxing trainer,karate practitioner kicking another man wearing protective boxing gloves,4.2,NEUTRAL
2724,woman boulder lying blanket reading book,woman rock lying blanket reading book,4.615,ENTAILMENT
2728,seated woman singing song playing guitar,woman rock standing looking around,1.7,NEUTRAL
2730,woman rock lying blanket reading book,"woman, seated, singing song playing guitar",1.8,NEUTRAL
2731,woman rock lying blanket reading book,seated woman singing song playing guitar,2.1,NEUTRAL
2734,man packing away acoustic guitar,man playing acoustic guitar,3.6,NEUTRAL
2735,woman playing guitar electric,woman playing electric guitar,4.8,ENTAILMENT
2739,woman playing electric guitar,man playing guitar acoustic,3.5,NEUTRAL
2741,woman playing electric guitar,man playing acoustic guitar,3.6,NEUTRAL
2744,woman cracking eggs bowl,eggs cracked bowl woman,5,ENTAILMENT
2748,lady breaking eggs raw bowl,woman cracking eggs bowl,4.4,ENTAILMENT
2751,soccer player scoring goal,player soccer scoring goal,4.7,ENTAILMENT
2752,soccer player scoring goal,soccer player missing goal,4.1,NEUTRAL
2754,soccer players kicking soccer ball goal,soccer players kicking soccer ball goal,3,CONTRADICTION
2755,people play soccer kicking soccer ball goal,soccer player scoring goal,4.1,NEUTRAL
2756,soccer player scoring goal,soccer players kicking soccer ball goal,2.9,CONTRADICTION
2757,player soccer scoring goal,soccer players kicking soccer ball goal,4.3,ENTAILMENT
2758,soccer players kicking soccer ball goal,soccer player missing goal,3.1,NEUTRAL
2761,man woman eating,man woman eating,3.3,CONTRADICTION
2763,man woman talking,man woman silent,3.4,CONTRADICTION
2764,man woman eating,man woman conversation,2.8,NEUTRAL
2765,man woman silent,man woman eating,3.3,NEUTRAL
2768,man woman eating,man woman talking,3.4,NEUTRAL
2770,person pouring olive oil pot stove,person pouring olive oil pot stove,3.6,CONTRADICTION
2774,person pouring olive oil pot stove,person pouring oil cooking pot,4.3,ENTAILMENT
2775,person cleaning pot cooking oil,person pouring olive oil pot stove,3.1,NEUTRAL
2776,person pouring oil made olives pot stove,person pouring cooking oil pot,4.2,ENTAILMENT
2777,person pouring olive oil pot stove,person pouring cooking oil pot,3.8,NEUTRAL
2778,person pouring cooking oil pot,person pouring olive oil stove pot,3.9,NEUTRAL
2779,person pouring olive oil pot stove,person pouring cooking oil pot,4.2,ENTAILMENT
2783,woman walking dog,woman walking dog,3.8,CONTRADICTION
2784,woman walking dog street,dog walked woman,4.715,ENTAILMENT
2787,woman walking dog,woman restraining dog,3.6,NEUTRAL
2788,woman walking dog street,woman walking dog,4.4,ENTAILMENT
2789,guinea pig devouring carrot,guinea pig eating carrot,5,ENTAILMENT
2792,small guinea pig gnawing eating piece carrot floor,small guinea pig gnawing eating piece carrot floor,3.2,CONTRADICTION
2797,small guinea pig gnawing eating piece carrot floor,guinea pig eating carrot,4.6,ENTAILMENT
2799,man slicing carrot knife,man putting away carrot,2.8,NEUTRAL
2800,woman slicing onion,onion sliced woman,5,ENTAILMENT
2802,onion sliced woman,man slicing carrot knife,3.2,NEUTRAL
2803,man slicing carrot knife,woman slicing onion,2.7,NEUTRAL
2807,plane landing,plane landing,4.9,ENTAILMENT
2809,cartoon airplane landing,animated airplane landing,4.7,ENTAILMENT
2811,cartoon airplane landing,plane landing,4.3,ENTAILMENT
2813,animated airplane landing,plane landing,4.1,ENTAILMENT
2815,animated airplane landing,plane landing,4.4,ENTAILMENT
2817,woman preparing egg skillet,woman preparing egg skillet,3.6,CONTRADICTION
2818,woman preparing skillet eggs,woman preparing egg skillet,3.7,NEUTRAL
2821,woman carefully pouring mixture bowl mixing,woman preparing egg skillet,2.4,NEUTRAL
2827,girl using eye pencil eyelid,girl using pencil eyes eyelid,4.9,ENTAILMENT
2828,girl using eye pencil eyelid,girl using eye pencil eyelid,3.7,CONTRADICTION
2837,girl playing piano,girl playing piano,3.8,CONTRADICTION
2838,"girl, little, playing grand piano stage",little girl playing grand piano stage,4.8,ENTAILMENT
2839,little girl playing grand piano stage,little girl walking stage,3,NEUTRAL
2844,little girl playing grand piano stage,girl playing piano,4.3,ENTAILMENT
2845,woman cooking eggs,woman cooking eggs,5,ENTAILMENT
2850,woman cooking something,woman cooking eggs,4.2,CONTRADICTION
2851,woman cooking eggs,woman cooking something,4.4,ENTAILMENT
2853,woman cooking eggs,woman cooking something,4.2,ENTAILMENT
2854,cats playing,cats playing,4.8,ENTAILMENT
2856,two cats playfully fighting,two cats fighting,4.4,ENTAILMENT
2857,two cats lying together,two cats fighting,3,NEUTRAL
2860,cats playing,two cats fighting,2.9,NEUTRAL
2861,cats playing,two cats fighting,3.6,NEUTRAL
2862,two cats fighting,cats playing,3.435,NEUTRAL
2863,two bikes ridden two people,two people riding bike,4.6,ENTAILMENT
2864,nobody riding bike,two people riding bike,4.3,CONTRADICTION
2865,two people riding motorcycle,two people driving motorcycle,4.5,ENTAILMENT
2867,two people riding bike,two people driving motorcycle,3.7,NEUTRAL
2868,two people stopping motorcycle,two people riding bike,2.9,ENTAILMENT
2870,two people riding motorcycle,nobody riding bike,2.5,NEUTRAL
2874,man riding mechanical bull,man riding bull mechanical,4.8,ENTAILMENT
2875,man riding mechanical bull,man riding mechanical bull,3.3,CONTRADICTION
2879,man riding mechanical bull,man riding mechanical bull,3.5,CONTRADICTION
2881,woman skillfully playing flute,woman playing flute,4.3,ENTAILMENT
2883,woman playing flute,flute played woman,4.9,ENTAILMENT
2890,man lifting barbells,man lifting barbells,4.9,ENTAILMENT
2891,man lifting barbells,man lowering barbells,4,NEUTRAL
2894,man lifting barbells,weights lifted man,4.4,ENTAILMENT
2896,man lifting barbells,man lifting weights,4.6,ENTAILMENT
2899,man chopping tree axe,person chopping tree axe,4.6,ENTAILMENT
2900,man chopping tree axe,person planting tree,2.8,NEUTRAL
2903,tree cut man axe,man chopping tree axe,4.7,ENTAILMENT
2905,man cutting tree axe,person chopping tree axe,4.6,ENTAILMENT
2907,man cutting tree axe,man chopping tree axe,4.7,ENTAILMENT
2908,girl applying makeup face,girl applying makeup face,4.9,ENTAILMENT
2909,girl applying makeup face,girl applying makeup face,4.3,CONTRADICTION
2910,lady putting makeup,woman putting makeup,5,ENTAILMENT
2913,girl applying makeup face,woman putting makeup,3.1,CONTRADICTION
2915,girl applying makeup face,woman putting makeup,4,NEUTRAL
2916,girl applying makeup face,woman putting makeup,3.5,NEUTRAL
2917,herd deer crossing street,one herd deer crossing street,4.8,ENTAILMENT
2918,herd deer crossing street,herd deer stopping street,3,NEUTRAL
2919,herd caribous crossing road quickly,herd caribous crossing road,4.2,ENTAILMENT
2920,herd caribous crossing road,herd caribous crossing road,3.4,CONTRADICTION
2924,herd caribous crossing road,herd deer stopping street,2.8,NEUTRAL
2926,woman slicing onion,onion sliced woman,4.9,ENTAILMENT
2927,woman slicing onion,woman slicing onion,3.1,CONTRADICTION
2930,woman dicing carrot,woman slicing onion,2.5,NEUTRAL
2933,woman cutting carrot,woman slicing onion,2.9,NEUTRAL
2935,two men fighting cattle pen,two men fighting pen cattle,4.6,ENTAILMENT
2937,two men fighting cow pasture,two men fighting pasture cows,4.9,ENTAILMENT
2938,two men fighting cow pasture,nobody fighting cow pasture,3.7,CONTRADICTION
2939,two men fighting cow pasture,two cows fighting pasture man,3.2,NEUTRAL
2941,two men fighting cattle pen,nobody fighting cow pasture,3.3,NEUTRAL
2943,two men fighting cow pasture,two men fighting pen cattle,3.8,NEUTRAL
2945,two men fighting cow pasture,two men fighting cattle pen,4,NEUTRAL
2951,woman penciling eyeshadow,woman putting cosmetics eyelid,3.2,NEUTRAL
2952,woman penciling eyeshadow,woman applying cosmetics eyelid,4.7,ENTAILMENT
2955,man eating banana,banana eaten man,4.8,ENTAILMENT
2957,man absently eating banana tree,man eating banana tree,4.5,ENTAILMENT
2958,man eating banana tree,man eating banana tree,3.4,CONTRADICTION
2959,man absently eating banana tree,man eating banana,3.8,ENTAILMENT
2960,man eating banana,man eating banana tree,4,NEUTRAL
2961,man eating banana tree,banana eaten man,4.7,ENTAILMENT
2964,big green ball knocking potato,"ball, green big, knocking potato",4.9,ENTAILMENT
2966,big potato knocking green ball,big green ball knocking potato,3.5,NEUTRAL
2969,large green colored ball hitting potato,big green ball knocking potato,4.7,ENTAILMENT
2970,big green ball knocking potato,large green ball missing potato,3.5,NEUTRAL
2971,"ball, green big, knocking potato",large green ball hitting potato,4.6,ENTAILMENT
2974,large green ball hitting potato,big green ball knocking potato,4.8,ENTAILMENT
2976,different teams playing football field,different teams resting field,3.4,NEUTRAL
2977,different teams playing football field,different football players teaming field,3.9,ENTAILMENT
2980,two teams enthusiastically playing soccer,different teams playing football field,3.8,ENTAILMENT
2981,different teams playing football field,team playing soccer,3.4,NEUTRAL
2983,two teams playing soccer,different teams resting field,2.8,NEUTRAL
2984,two teams playing soccer,different football players teaming field,2.8,NEUTRAL
2988,boy comfortably sitting room playing piano lamp,boy sitting room playing piano lamp light,4.1,ENTAILMENT
2989,boy standing room lamp light,boy sitting room playing piano lamp light,3.7,NEUTRAL
2992,boy practicing keyboard,boy sitting room playing piano lamp light,3.5,NEUTRAL
2994,boy sitting room playing piano lamp light,boy playing keyboard,4,ENTAILMENT
2997,woman playing electric guitar,woman playing guitar electric,5,ENTAILMENT
2998,woman playing electric guitar,woman playing electric guitar,4.2,CONTRADICTION
3005,man suit standing microphone singing,man suit standing microphone singing,3.1,CONTRADICTION
3007,man stage singing microphone,man stage singing microphone,3.5,CONTRADICTION
3010,man stage singing microphone,man suit standing microphone singing,3.3,NEUTRAL
3014,man suit standing microphone singing,man stage singing microphone,4.3,ENTAILMENT
3015,teenage girls dancing camera,girls teens dancing camera,4.6,ENTAILMENT
3016,teenage girls dancing camera,teenage girls standing still front camera,3.5,NEUTRAL
3018,three teenage girls dancing room,three teenage girls idling room,3.5,NEUTRAL
3019,three young girls dancing room,teenage girls dancing camera,3.7,NEUTRAL
3022,three teenage girls dancing room,teenage girls standing still front camera,2.1,NEUTRAL
3024,children jumping trampoline,children jumping trampoline,4.6,ENTAILMENT
3027,two boy playing trampoline,nobody playing trampoline,3.8,CONTRADICTION
3031,children jumping trampoline,two boy playing trampoline,4.1,NEUTRAL
3038,dog playing plastic container,puppy playing plastic container,3.8,CONTRADICTION
3039,puppy playing plastic container,dog playing plastic container,4.4,ENTAILMENT
3041,puppy playing plastic container,dog playing plastic container,4.4,ENTAILMENT
3042,man athletically jumping wall,man jumping wall,4.5,ENTAILMENT
3043,man jumping wall,man standing front wall,3.1,NEUTRAL
3046,man jumping wall,man jumping onto wall low,3.7,NEUTRAL
3047,man jumping low wall,man jumping wall,4.2,ENTAILMENT
3049,man jumping onto low wall,man standing front wall,3,NEUTRAL
3050,man jumping onto low wall,man jumping wall,4.4,NEUTRAL
3054,man pouring oil skillet,man taking oil skillet,3.1,CONTRADICTION
3059,man pouring oil pan,man pouring oil skillet,4.5,ENTAILMENT
3062,man talking woman seated beside driving car,woman driving car talking man seated beside,4.3,ENTAILMENT
3065,woman driving car talking man seated beside,woman man travelling automobile,4.2,ENTAILMENT
3068,woman driving car talking man seated beside,woman man travelling car,3.8,ENTAILMENT
3069,man talking woman seated beside driving car,woman man travelling car,4.2,ENTAILMENT
3071,person brushing cat,person brushing cat,5,ENTAILMENT
3072,person brushing cat,nobody brushing cat,3.6,CONTRADICTION
3073,person combing fur cat,fur cat combed person,4.9,ENTAILMENT
3079,person brushing cat,person combing fur cat,4.6,ENTAILMENT
3081,woman chopping broccoli,woman storing broccoli,3.9,NEUTRAL
3085,woman chopping broccoli,woman chopping garlic,3.1,NEUTRAL
3091,three men dancing,men dancing,4.5,ENTAILMENT
3092,three men dancing,men dancing,3.6,CONTRADICTION
3094,women dancing,men dancing,3,NEUTRAL
3097,three men dancing,women dancing,3.5,NEUTRAL
3100,man flooring sitting guitar player,man sitting floor playing guitar,3.4,NEUTRAL
3102,man pacing around room,man sitting floor room strumming guitar,2.5,NEUTRAL
3110,man eating food,man eating food,3.3,CONTRADICTION
3111,man eating,person eating,4.4,ENTAILMENT
3114,man eating food,man fasting,4.2,CONTRADICTION
3121,woman using eye pencil applying eye liner eyelid,woman using eye pencil applying eye liner eyelid,3.8,CONTRADICTION
3126,woman using eye pencil applying eye liner eyelid,woman applying cosmetics eyelid,4.4,ENTAILMENT
3129,baby sneezing scaring another baby,baby sneezing frightening another baby,4.9,ENTAILMENT
3130,baby sneezing scaring another baby,baby cheering another baby,3.3,NEUTRAL
3132,baby crawling happily,baby cheering another baby,2.7,NEUTRAL
3134,baby sitting,baby sneezing scaring another baby,2.8,NEUTRAL
3140,monkey practicing martial arts,monkey practicing martial arts,3.5,CONTRADICTION
3150,man performing tricks soccer ball,man running away soccer ball,3.1,NEUTRAL
3153,man performing tricks soccer ball,man powerfully kicking soccer ball,3.9,NEUTRAL
3156,man cutting box,box cut man,4.9,ENTAILMENT
3157,man cutting box,man cutting box,3.9,CONTRADICTION
3158,man cutting tape box,man cutting tape box,5,ENTAILMENT
3161,man cutting tape box,man cutting box,3.9,NEUTRAL
3162,man cutting tape box,man cutting box,3.1,NEUTRAL
