pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
1933,angry man targeting kicking chimp,woman pouring oil skillet,1,NEUTRAL
1937,person putting meat skillet carelessly,person putting meat skillet,4.3,ENTAILMENT
1938,person taking away meat skillet,person putting meat skillet,3.5,NEUTRAL
1941,woman putting baby trash,person putting meat skillet,1,NEUTRAL
1945,kitten eagerly drinking milk bowl,kitten eagerly drinking milk bowl,4,CONTRADICTION
1947,one small child drinking water cup,one small child filling cup water,3.8,NEUTRAL
1950,one small child drinking water cup,kitten eagerly drinking milk bowl,1.4,NEUTRAL
1951,one small child drinking water cup,kitten eagerly drinking milk bowl,1.4,NEUTRAL
1953,band singing loudly,band singing,4.6,ENTAILMENT
1956,woman putting makeup carefully,"woman putting makeup carefully,",4.9,ENTAILMENT
1957,woman carefully removing makeup,woman putting makeup carefully,2.8,NEUTRAL
1958,"woman putting makeup carefully,",band singing,1,NEUTRAL
1959,band singing,woman carefully removing makeup,1,NEUTRAL
1960,woman putting makeup carefully,band singing loudly,1,NEUTRAL
1962,woman putting makeup carefully,singer leaving band,1,NEUTRAL
1965,person playing guitar singing,nobody playing guitar singing,3.9,CONTRADICTION
1966,person playing guitar singing,singer hiring person fire guitar player,2.1,NEUTRAL
1968,"woman playing guitar, acoustic, singing","woman playing guitar, acoustic, singing",3.8,CONTRADICTION
1971,person playing guitar singing,"woman playing guitar, acoustic, singing",2.9,NEUTRAL
1973,"woman playing guitar, acoustic, singing",one person playing guitar singing,4.4,ENTAILMENT
1976,"woman playing guitar, acoustic, singing",person playing guitar singing,4.7,ENTAILMENT
1977,water casually drunk cat,water drunk cat,4.2,ENTAILMENT
1979,water drunk cat,drunk man unwarily watering cat,2.8,NEUTRAL
1980,one truck quickly going hill,truck quickly going hill,4.9,ENTAILMENT
1982,one truck quickly going hill,water drunk cat,1,NEUTRAL
1983,truck quickly going hill,water drunk cat,1,NEUTRAL
1985,truck quickly going hill,water drunk cat,1,NEUTRAL
1986,truck quickly going hill,drunk man unwarily watering cat,1,NEUTRAL
1990,girl playing guitar,guitar player loving one girl,2.8,NEUTRAL
1995,man intensely playing guitar,girl playing guitar,3,NEUTRAL
1997,young woman playing guitar,man intensely playing guitar,3.4,NEUTRAL
1998,girl playing guitar,man intensely playing guitar,3.4,NEUTRAL
2002,horse ridden man,man riding animal,4.4,ENTAILMENT
2003,man ride horse,horse ridden man,3.7,NEUTRAL
2010,man riding horse,man riding motorbike,2.4,NEUTRAL
2013,horse ridden man,man riding motorbike,2.1,NEUTRAL
2017,man dangerously throwing knives tree,man dangerously throwing knives tree,5,ENTAILMENT
2021,man magic trick,man dangerously extracting knives tree,2,NEUTRAL
2022,man magic trick,dangerous men knives throwing bike tree,1.5,NEUTRAL
2026,man magic trick,man dangerously throwing knives tree,2.7,NEUTRAL
2028,guitar sold lady,guitar played lady,3.1,NEUTRAL
2031,person practicing guitar,person practicing guitar,4,CONTRADICTION
2032,practicing person like guitar,person practicing guitar,3.3,NEUTRAL
2033,guitar played lady,man practicing guitar,3.2,NEUTRAL
2034,person practicing guitar,guitar played lady,2.7,NEUTRAL
2036,guitar played girl,person practicing guitar,3.8,ENTAILMENT
2039,guitar played lady,person practicing guitar,4.1,NEUTRAL
2042,mud thrown playing boy,boy playing mud,3.7,NEUTRAL
2043,cat playing device,cat playing device,5,ENTAILMENT
2044,cat playing device,cat playing device,3.5,CONTRADICTION
2046,cat playing device,boy playing mud,1,NEUTRAL
2048,playing device amusing cat,boy playing mud,1,NEUTRAL
2050,cat playing device,boy playing mud,1.4,NEUTRAL
2053,meat cut pieces woman,woman cutting meat pieces,4.8,ENTAILMENT
2054,meat stitched together woman,meat cut pieces woman,3.25,NEUTRAL
2057,lady cutting meat,lady cutting meat,3.1,CONTRADICTION
2060,woman cutting meat pieces,lady cutting meat,4.9,ENTAILMENT
2062,lady cutting meat,woman eating cut pieces raw meat,3.4,NEUTRAL
2063,lady cutting meat,meat cut pieces woman,4.8,ENTAILMENT
2065,boy teens talking girl webcam,boy teens talking girl webcam,3.1,CONTRADICTION
2069,boy teens talking girl webcam,one man chatting girl internet camera,3.9,NEUTRAL
2071,one man talking girl internet camera,boy teens talking girl internet camera,3.9,NEUTRAL
2074,one man talking girl internet camera,boy teens talking girl webcam,4.1,NEUTRAL
2077,person strongly whisking eggs bowl,strong person leaving whisk bowl near eggs,3.6,NEUTRAL
2083,person strongly whisking eggs bowl,"woman beating man keeping two eggs bowl, using wire whisk",2.6,NEUTRAL
2085,woman beating two eggs bowl using whisk made wire,person removing eggs bowl,2.8,NEUTRAL
2093,white car driven man,man's white car driven away,4.2,ENTAILMENT
2095,man granting interview,white car driven man,1,NEUTRAL
2099,white car driven man,interviewer granting break man,1.6,NEUTRAL
2101,cord climbed man,rope climbed man,4.2,ENTAILMENT
2106,man eating carrot sliced machine,man slicing carrot machine,3.6,NEUTRAL
2108,man removing carrot machine,rope climbed man,1.5,NEUTRAL
2110,cord climbed man,man slicing carrot machine,1.1,NEUTRAL
2111,rope climbed man,man slicing carrot machine,1.1,NEUTRAL
2114,cat licking shallow dish full milk,cat licking milk saucer,4.2,NEUTRAL
2116,cat licking milk saucer,lick milk sauce given cat,3.7,NEUTRAL
2120,cat licking milk saucer,milk hungrily drunk cat,4.4,NEUTRAL
2126,cat licking milk saucer,cat hungrily drinking milk,4.3,NEUTRAL
2127,baby cheerfully playing dog,baby playing dog,4.7,ENTAILMENT
2128,baby playing dog,baby playing dog,3.8,CONTRADICTION
2129,small boy playing dog,small boy playing dog,5,ENTAILMENT
2131,baby playing dog,small boy playing dog,4.2,NEUTRAL
2133,baby cheerfully playing dog,small boy playing dog,4.5,NEUTRAL
2134,small boy playing dog,baby playing dog,3.2,NEUTRAL
2135,small boy playing dog,baby playing dog,4.1,NEUTRAL
2137,woman peeling potato,woman peeling potato,2.8,CONTRADICTION
2138,potato peel falling woman,woman peeling potato,3.5,NEUTRAL
2140,man slicing potatoes,man slicing potatoes,3.8,CONTRADICTION
2142,woman peeling potato,man slicing potatoes,3.1,NEUTRAL
2143,woman peeling potato,man slicing potatoes,3.1,NEUTRAL
2147,potato peel falling woman,man slicing potatoes,2.2,NEUTRAL
2149,man taking pictures lake,man attentively taking pictures lake,4.7,ENTAILMENT
2151,picture man taken near lake,man taking pictures lake,3.4,NEUTRAL
2152,man setting camera taking sunset pictures beach,man setting camera takes pictures sunset beach,5,ENTAILMENT
2154,man setting camera taking sunset pictures beach,picture camera set taken man beach sunset,4,ENTAILMENT
2155,man taking pictures lake,man setting camera takes pictures sunset beach,3.8,NEUTRAL
2156,man taking pictures lake,man putting away camera walks away beach,2.5,NEUTRAL
2158,man setting camera taking sunset pictures beach,man attentively taking pictures lake,3.2,NEUTRAL
2159,man tearing pictures lake,man setting camera taking sunset pictures beach,2.5,NEUTRAL
2160,picture man taken near lake,man setting camera taking sunset pictures beach,2.7,NEUTRAL
2161,man setting camera taking sunset pictures beach,man taking pictures lake,3.4,NEUTRAL
2168,woman sewing machine,woman using sewing machine,4.9,ENTAILMENT
2169,woman using sewing machine,woman unstitching machine,4.05,NEUTRAL
2173,woman cracking egg bowl,woman placing bowl crack near egg,3.2,NEUTRAL
2174,woman cracking two eggs bowl made glass,woman cracking two eggs glass bowl,5,ENTAILMENT
2177,woman cracking egg bowl,woman cracking two eggs glass bowl,3,NEUTRAL
2178,woman cracking two eggs glass bowl,egg cracked bowl woman,4.2,ENTAILMENT
2182,men cheerfully playing cricket,men playing cricket,4.5,ENTAILMENT
2185,people playing cricket,people playing cricket,4,CONTRADICTION
2186,men playing cricket,people playing cricket,4.5,ENTAILMENT
2187,men playing cricket,people playing cricket,4.2,CONTRADICTION
2189,people playing cricket,men watching cricket,3.5,NEUTRAL
2190,people playing cricket,men playing cricket,4.7,ENTAILMENT
2191,man putting garlic slices bread,man putting garlic bread slices,5,ENTAILMENT
2193,man slicing garlic putting away bread,man putting garlic bread slices,3.3,NEUTRAL
2194,man sprinkling seasoning several sliced buttered loaves bread,person sprinkling seasoning several sliced buttered loaves bread,4.4,ENTAILMENT
2197,man putting garlic bread slices,man sprinkling seasoning several sliced buttered loaves bread,3.1,NEUTRAL
2200,man sprinkling seasoning several sliced buttered loaves bread,man slicing garlic putting away bread,3,NEUTRAL
2201,man putting garlic bread slices,man sprinkling seasoning several sliced buttered loaves bread,3.9,NEUTRAL
2204,two crocodiles floating green colored swimming pool near playing kids,two kids playing swimming pool green colored crocodile float,3.5,NEUTRAL
2206,two kids pulling inflatable crocodile pool,two kids pushing inflatable crocodile pool,3.7,NEUTRAL
2209,two kids playing swimming pool green colored crocodile float,two kids pulling inflatable crocodile pool,3.7,NEUTRAL
2211,two kids playing swimming pool crocodile float green,two kids pushing inflatable crocodile pool,4.5,ENTAILMENT
2214,two kids pushing inflatable crocodile pool,two kids playing swimming pool green colored crocodile float,4.4,ENTAILMENT
2216,someone falling horse,someone horse,3.8,NEUTRAL
2219,man knocked horse,man knocked horse,3.8,CONTRADICTION
2220,man abruptly knocked horse,someone falling horse,4.4,ENTAILMENT
2223,man knocked horse,someone horse,3.4,NEUTRAL
2224,horse falling someone,man knocked horse,2.6,NEUTRAL
2225,man knocked horse,someone falling horse,4.1,ENTAILMENT
2227,woman tapping fingers,woman tapping fingers,3,CONTRADICTION
2230,woman tapping fingers desk,woman tapping fingers,4.2,ENTAILMENT
2237,dog knocking boy water,boy knocked water dog,4.5,ENTAILMENT
2241,dog knocking boy water,dog pushing toddler rain puddle,3.75,NEUTRAL
2244,dog knocking boy water,dog pulling toddler rain puddle,3.2,NEUTRAL
2245,dog knocking boy water,dog pushing toddler rain puddle,3.8,NEUTRAL
2246,man hungrily eating bowl cereal,man eating bowl cereal,4.6,ENTAILMENT
2248,cereal eaten man,man eating cereal,5,ENTAILMENT
2249,man eating cereal,man eating cereal,3.9,CONTRADICTION
2254,man eating bowl cereal,man eating cereal,4.8,ENTAILMENT
2255,man playing guitar,man strumming guitar,4.6,ENTAILMENT
2256,man packing away guitar,man playing guitar,3.1,NEUTRAL
2257,man playing flute,person playing flute,4.7,ENTAILMENT
2258,man playing flute,man playing flute,4.1,CONTRADICTION
2262,man packing away guitar,man playing flute,2.8,NEUTRAL
2265,woman adding spices meat,woman adding spices meat,4,CONTRADICTION
2267,woman adding sugar meat,woman adding sugar meat,3.6,CONTRADICTION
2268,woman adding spices meat,woman adding sugar meat slowly,3.9,NEUTRAL
2269,woman adding sugar meat,woman adding spices meat,3.6,NEUTRAL
2270,woman adding spices meat,woman adding sugar meat,4.1,NEUTRAL
2271,woman adding sugar meat,woman adding spices meat,3.7,NEUTRAL
2273,dog biting,bitten dog,5,ENTAILMENT
2276,dog opening food,dog closing food,3,NEUTRAL
2278,dog closing food,dog biting,3.2,NEUTRAL
2279,bitten dog,dog opening food,3.1,NEUTRAL
2280,dog dropping,dog opening food,3.1,NEUTRAL
2283,cat playing watermelon,cat playing watermelon,4.2,CONTRADICTION
2285,cat playing watermelon,cat playing watermelon,4,CONTRADICTION
2290,cat playing watermelon,cat playing watermelon,5,ENTAILMENT
2292,boy playing guitar,boy playing guitar,3.3,CONTRADICTION
2293,teenager playing guitar,kid playing guitar,4.3,NEUTRAL
2294,kid putting guitar away,kid playing guitar,3.5,NEUTRAL
2295,teenager playing guitar,boy playing guitar,4.1,NEUTRAL
2296,boy playing guitar,kid putting guitar away,3.435,NEUTRAL
2298,boy playing guitar,kid playing guitar,3.9,NEUTRAL
2300,woman wakeboarding lake,one woman wakeboarding lake,4.7,ENTAILMENT
2301,woman wakeboarding lake,woman watching lake,3.6,NEUTRAL
2306,one woman wakeboarding lake,woman waterskiing,3.5,NEUTRAL
2312,camera hammered onto nail man,man hammering nail camera,4.3,ENTAILMENT
2313,man hammering nail camera,man hammering nail camera,3,CONTRADICTION
2320,man hammering nail camera,someone nailing camera lens loud bangs,3.55,NEUTRAL
2321,man hammering nail camera,someone banging camera lens nail,4.265,NEUTRAL
2323,person wrapping onion,person cutting onion,3.6,NEUTRAL
2324,person near onion cut,person cutting onion,3.4,NEUTRAL
2325,one person cutting onion,person cutting onion,4.9,ENTAILMENT
2326,person cutting onion,person cutting onion,3.3,CONTRADICTION
2328,person cutting onion,one person cutting onion,4.8,ENTAILMENT
2331,person slicing onion,person cutting onion,4.8,ENTAILMENT
2335,carrot sliced woman,woman slicing carrot,4.8,ENTAILMENT
2336,woman slicing carrot,woman slicing carrot,3.2,CONTRADICTION
2337,oriental lady cutting carrot thin pieces,oriental lady cutting carrot pieces thin,5,ENTAILMENT
2342,thin lady piecing together oriental carrot cuts,woman slicing carrot,3.3,NEUTRAL
2343,oriental lady cutting carrot thin pieces,carrot sliced woman,4.3,ENTAILMENT
2345,oriental lady cutting carrot thin pieces,woman slicing carrot,4.4,ENTAILMENT
2346,man pouring plate shredded cheese pot sauce,man pouring plate cheese shredded pot sauce,5,ENTAILMENT
2347,man pouring plate shredded cheese pot sauce,man taking plate shredded cheese pot sauce,3.9,NEUTRAL
2349,woman adding cheese sauce,lady adding cheese sauce,4.8,ENTAILMENT
2353,man pouring plate cheese shredded pot sauce,lady adding cheese sauce,3.6,ENTAILMENT
2354,lady adding cheese sauce,man taking plate shredded cheese pot sauce,2.4,NEUTRAL
2355,man pouring pot cheese sauce shredded plate,lady adding cheese sauce,2.2,NEUTRAL
2356,lady adding cheese sauce,man pouring plate shredded cheese pot sauce,3.7,NEUTRAL
2357,cameras burned person blow torch,person burning cameras blow torch,4.8,ENTAILMENT
2361,person setting fire cameras,person setting fire cameras,3.1,CONTRADICTION
2367,person burning cameras blow torch,person setting fire cameras,4.1,ENTAILMENT
2370,man playing acoustic guitar,man playing guitar acoustic,4.9,ENTAILMENT
2371,man playing acoustic guitar,man playing acoustic guitar,4.2,CONTRADICTION
2372,man playing guitar acoustic,man playing guitar,4.3,ENTAILMENT
2373,man playing guitar,man playing acoustic guitar,3.8,NEUTRAL
2376,man playing acoustic guitar,man playing guitar,4.6,ENTAILMENT
2378,person cutting onion pieces,person piecing together onion,3.4,NEUTRAL
2379,person slicing carrot pieces,carrot sliced pieces person,5,ENTAILMENT
2380,person slicing carrot pieces,person slicing carrot pieces,3.5,CONTRADICTION
2382,person slicing carrot pieces,person cutting onion pieces,2.7,NEUTRAL
2384,person piecing together onion,person slicing carrot pieces,2.5,NEUTRAL
2387,man slicing potato,man wrapping potato,4.1,NEUTRAL
2389,man slicing potato,person slicing potato,4.3,ENTAILMENT
2390,man slicing potato,man slicing potato,2.9,CONTRADICTION
2393,person carefully slicing potato,man slicing potato,4.3,NEUTRAL
2394,man slicing potato,man wrapping potato,3.6,NEUTRAL
2395,man cooking slices potato,man slicing potato,3.8,NEUTRAL
2396,man slicing potato,man slicing potato,5,ENTAILMENT
2398,one cutting tomato,someone cutting tomato,3.4,CONTRADICTION
2399,lady slicing tomato,woman slicing tomato,4.7,ENTAILMENT
2403,somebody cutting tomato,lady slicing tomato,4.4,ENTAILMENT
2406,man preparing dish,man preparing dish,5,ENTAILMENT
2408,woman slicing onion knife,onion sliced knife woman,4.8,ENTAILMENT
2411,man preparing dish,woman slicing onion knife,1.6,NEUTRAL
2412,woman slicing onion knife,man preparing dish,2.2,NEUTRAL
2416,runners competing race,runners taking part race,3.9,CONTRADICTION
2417,runners racing competition,runners competing race,4.5,ENTAILMENT
2418,runners racing impetuously around track,runners racing around track,4.7,ENTAILMENT
2419,runners racing around track,runners racing around track,3.7,CONTRADICTION
2420,runners racing impetuously around track,runners competing race,4.3,ENTAILMENT
2421,runners competing race,runners racing around track,3.6,NEUTRAL
2424,runners racing around track,runners racing competition,4,NEUTRAL
2425,runners racing around track,runners competing race,4.25,ENTAILMENT
2427,man running,man standing still,2.4,NEUTRAL
2428,man running road,one man running road,4.7,ENTAILMENT
2432,man racing,man running road,3.3,NEUTRAL
2433,man running road,man standing still,2.7,NEUTRAL
2434,man running road,man running,4.5,ENTAILMENT
2435,keyboard played nose man,man playing keyboard nose,4.7,ENTAILMENT
2437,man keyboard playing nose,man playing keyboard nose,4.3,ENTAILMENT
2439,man playing piano nose,man playing piano nose,2.9,CONTRADICTION
2442,man playing piano nose,keyboard played nose man,4.2,ENTAILMENT
2443,man idling,man playing piano nose,1.5,NEUTRAL
2444,man keyboard playing nose,man playing piano nose,3.5,NEUTRAL
2446,baby rhino following adult rhino,"rhino, little, following adult rhino",4.5,ENTAILMENT
2448,baby rhino following adult rhino,baby adult followed rhino,2.9,NEUTRAL
2449,"rhino, youngling, walking around pen mother",baby rhino walking around pen mother,4.8,ENTAILMENT
2451,baby rhino walking around pen mother,mother giving baby pen walking rhino,2.1,NEUTRAL
2452,baby rhino following adult rhino,"rhino, youngling, walking around pen mother",4.8,ENTAILMENT
2453,baby rhino mother standing pen,baby rhino following adult rhino,3.7,NEUTRAL
2454,baby rhino following adult rhino,mother giving baby pen walking rhino,2.1,NEUTRAL
2460,man riding motorcycle,man getting motorcycle,3,NEUTRAL
2461,man dangerously riding motorcycle town,man riding motorcycle town,4.3,ENTAILMENT
2462,man riding motorcycle town,man riding motorcycle town,3.8,CONTRADICTION
2463,man dangerously riding motorcycle town,man riding motorcycle,4.2,ENTAILMENT
2464,man riding motorcycle town,man riding motorcycle,3.2,NEUTRAL
2468,group people singing,people singing,4.6,ENTAILMENT
2469,group people singing,group people silent,3.8,NEUTRAL
2470,people singing,persons singing,4.9,ENTAILMENT
2471,people singing,people silent,3.9,NEUTRAL
2473,people silent,group people singing,2.3,NEUTRAL
2475,people singing,group people silent,2.1,NEUTRAL
2477,man playing trumpet brightly,man playing trumpet,4.3,ENTAILMENT
2478,man playing trumpet,man putting trumpet away,4.1,NEUTRAL
2479,man playing guitar,guitar played man,4.9,ENTAILMENT
2480,man playing guitar,man playing guitar,3.2,CONTRADICTION
2481,guitar played man,man playing trumpet,3,NEUTRAL
2482,man playing guitar,man playing trumpet,3.2,NEUTRAL
2483,man playing guitar,man playing trumpet brightly,2.4,NEUTRAL
2484,man putting trumpet away,man playing guitar,2,NEUTRAL
2487,man dancing,man motionless,3.3,NEUTRAL
2489,man speaking,man silent,3.3,CONTRADICTION
2490,man dancing,man talking,2.7,NEUTRAL
2492,man speaking,one man dancing,2.3,NEUTRAL
2493,man speaking,man motionless,2.8,NEUTRAL
2498,one panda climbing,panda climbing,4.9,ENTAILMENT
2501,panda climbing,man climbing rope,1.3,NEUTRAL
2502,man carefully climbing rope,panda climbing,1.6,NEUTRAL
2503,panda climbing,man untying rope,1,NEUTRAL
2504,man roped climb,panda climbing,1,NEUTRAL
2507,woman dancing cage,woman dancing cage,3.7,CONTRADICTION
2511,woman dancing cage,lady dancing,4.1,ENTAILMENT
2512,woman dancing,woman dancing cage,3.7,NEUTRAL
2513,woman dancing beautifully cage,woman dancing,4.335,ENTAILMENT
2516,woman dancing cage,woman dancing,4.4,ENTAILMENT
2517,four people floating raft,people floating raft,4.465,ENTAILMENT
2519,people riding paddling raft,persons riding paddling raft,4.8,ENTAILMENT
2520,people riding paddling raft,people riding paddling raft,3.6,CONTRADICTION
2522,persons riding paddling raft,four people floating raft,4.1,NEUTRAL
2523,four people floating raft,people riding paddling raft,4.4,NEUTRAL
2524,people paddling near raft ridden,four people floating raft,2.9,NEUTRAL
2526,people riding paddling raft,nobody floating raft,4.1,CONTRADICTION
2528,cat eagerly eating corn cob,cat eating corn cob,4.6,ENTAILMENT
2531,cat walking away corn,cat eating corn,2.7,NEUTRAL
2532,cat eating corn cob,cat eating corn,4.6,ENTAILMENT
2533,cat walking away corn,cat eating corn cob,3.8,NEUTRAL
2534,cat eagerly eating corn cob,cat eating corn,4.7,ENTAILMENT
2536,cat eating corn cob,cat eating corn,4.4,ENTAILMENT
2537,someone slicing tomato,someone cutting tomato,4.8,ENTAILMENT
2541,person quickly slicing vegetable,someone slicing tomato,3.8,NEUTRAL
2542,someone slicing tomato,person slicing vegetable,3.7,NEUTRAL
2546,little girl playing grand piano stage,"little girl playing piano, big, stage",4.4,ENTAILMENT
2547,little girl playing grand piano stage,little girl playing grand piano stage,2.8,CONTRADICTION
2548,"girl, little, playing piano",little girl playing piano,4.9,ENTAILMENT
2550,little girl playing grand piano stage,"girl, little, playing piano",4.5,ENTAILMENT
2552,"little girl playing piano, big, stage",little girl playing piano,4.4,ENTAILMENT
2556,man packing guitar,man playing guitar,3.4,NEUTRAL
2558,someone putting guitar away,someone playing guitar,3.4,NEUTRAL
2559,man playing guitar,someone strumming guitar,4,ENTAILMENT
2560,man playing guitar,someone putting guitar away,3.2,NEUTRAL
2562,man packing guitar,someone playing guitar,3.1,NEUTRAL
2563,man playing guitar,someone playing guitar,4.6,ENTAILMENT
2564,man dancing frantically,man dancing,4.3,ENTAILMENT
2565,man dancing,man dancing,3.8,CONTRADICTION
2567,three women standing still,three women dancing,2.8,NEUTRAL
2568,man dancing,women dancing,2.9,NEUTRAL
2570,man dancing frantically,three women dancing,2.4,NEUTRAL
2571,man dancing,three women dancing,2.9,NEUTRAL
2573,man playing flute made bamboo,man playing bamboo flute,4.9,ENTAILMENT
2575,man playing flute,flute played man,5,ENTAILMENT
2576,man playing flute,man playing flute,3.4,CONTRADICTION
2580,man playing bamboo flute,man playing flute,4.2,NEUTRAL
2581,man playing bamboo flute,man playing flute,4.4,ENTAILMENT
2584,person slicing mushrooms,person cutting mushrooms,4.7,ENTAILMENT
2585,person cutting mushrooms,person cutting mushrooms,4.1,CONTRADICTION
2586,person cutting mushrooms knife,person slicing mushrooms,4.7,ENTAILMENT
2587,person cutting mushrooms,person cutting mushrooms knife,4.1,CONTRADICTION
2595,tiger aimlessly walking around,tiger walking around aimlessly,5,ENTAILMENT
2598,tiger aimlessly walking around,tiger walking around cage,4.2,NEUTRAL
2600,tiger walking outside cage,tiger walking around aimlessly,3.7,NEUTRAL
2603,monkey brushing dog,monkey brushing dog,3.9,CONTRADICTION
2605,monkey brushing bull dog,monkey brushing bull dog,4,CONTRADICTION
2607,bull dog brushed monkey,monkey brushing dog,4.2,ENTAILMENT
2609,monkey brushing dog,bull dog brushing monkey,3.4,NEUTRAL
2610,monkey brushing bull dog,monkey brushing dog,4.6,ENTAILMENT
2611,monkey brushing bull dog,monkey brushing dog,2.5,CONTRADICTION
2612,monkey brushing bull dog,monkey brushing dog,4.4,ENTAILMENT
2613,woman swiftly cutting onion,woman cutting onion,4.6,ENTAILMENT
2614,woman cutting onion,woman cutting onion,3.5,CONTRADICTION
2616,woman dicing onions,woman throwing onions away,3.2,NEUTRAL
2617,lady dicing onions,woman cutting onion,4.7,ENTAILMENT
2618,woman throwing onions away,woman cutting onion,3,NEUTRAL
2620,woman dicing onions,woman cutting onion,3.2,CONTRADICTION
2621,woman dicing onions,woman cutting onion,4.6,ENTAILMENT
2624,man dancing worn hard hat,man wearing hard hat dancing,3.9,NEUTRAL
2629,man hard hat dancing,man wearing hat hard dancing,4.9,ENTAILMENT
2631,man dancing worn hard hat,man hard hat dancing,4.5,ENTAILMENT
2633,two boys playing video game,couple boys playing video game,4.6,ENTAILMENT
2635,two boys couch playing games tv,two boys couch playing video games,4.7,ENTAILMENT
2639,two boys playing video game,two boys couch reading book,3.1,NEUTRAL
2641,two boys couch playing video games,couple boys playing video game,4.4,ENTAILMENT
2642,two boys studying,two boys couch playing video games,2.3,NEUTRAL
2644,woman cutting potato,woman slicing potato,5,ENTAILMENT
2645,woman slicing potato,woman slicing potato,3.7,CONTRADICTION
2646,man slicing vegetables,vegetables sliced man,4.9,ENTAILMENT
2647,man slicing vegetables,man slicing vegetables,4.3,CONTRADICTION
2648,woman slicing potato,vegetables sliced man,2.3,NEUTRAL
2649,man slicing vegetables,woman slicing potato,3.4,NEUTRAL
2652,man slicing vegetables,woman slicing potato,3,NEUTRAL
2653,lady breaking egg mixer,lady cracking egg mixer,4.9,ENTAILMENT
2658,lady carefully slicing meat,lady cracking egg mixer,3.2,NEUTRAL
2659,lady slicing meat,lady cracking egg mixer,1.9,NEUTRAL
2661,lady slicing meat,lady breaking egg mixer,1.865,NEUTRAL
2663,lady cracking egg mixer,lady slicing meat,1.9,NEUTRAL
2665,ferrets climbing shelf,ferrets climbing shelf,3,NEUTRAL
2667,several ferrets climbing cage,several ferrets climbing cage,3.8,NEUTRAL
2669,several ferrets climbing cage,ferrets climbing shelf,3.7,NEUTRAL
2671,ferrets climbing shelf,several ferrets climbing cage,3.5,NEUTRAL
2674,man getting car,man getting car,4.1,NEUTRAL
2676,man parking car garage,man getting car garage,3.6,NEUTRAL
2677,man getting car garage,man getting garage car,3,NEUTRAL
2681,man getting car garage,man getting automobile,4.2,ENTAILMENT
2683,man getting car garage,man getting car,4.2,ENTAILMENT
2685,person cutting capsicum pieces,nobody cutting capsicum pieces,3.7,CONTRADICTION
2686,one person slicing clove garlic pieces,person slicing clove garlic pieces,4.9,ENTAILMENT
2690,capsicum cut pieces person,person slicing clove garlic pieces,2.8,NEUTRAL
2693,man performing guitar,man playing guitar,4.7,ENTAILMENT
2694,man putting away guitar,man playing guitar,3.2,NEUTRAL
2695,man gracefully singing playing guitar,man singing playing guitar,4.5,ENTAILMENT
2697,man gracefully singing playing guitar,man playing guitar,4.3,ENTAILMENT
2698,man singing playing guitar,man playing guitar,4.3,NEUTRAL
2699,man singing playing guitar,man performing guitar,4.3,ENTAILMENT
2700,man singing playing guitar,man putting away guitar,3.3,NEUTRAL
2706,noodles boiled water woman,person boiling noodles,4.4,ENTAILMENT
2717,karate practitioner kicking another man wearing protective boxing gloves,man kick boxing trainer,3.4,NEUTRAL
2719,man kick boxing trainer,karate practitioner kicking another man wearing protective gloves boxing,3.5,NEUTRAL
2723,seated woman singing song playing guitar,seated woman singing song playing guitar,3.2,CONTRADICTION
2725,woman rock lying blanket reading book,woman rock standing looking around,3.565,NEUTRAL
2727,woman boulder lying blanket reading book,seated woman singing song playing guitar,2.6,NEUTRAL
2729,woman rocking blanket lying someone reading book,seated woman singing song playing guitar,1.6,NEUTRAL
2732,seated woman singing song playing guitar,woman rock lying blanket reading book,1.9,NEUTRAL
2733,man playing acoustic guitar,man playing guitar acoustic,4.9,ENTAILMENT
2736,woman playing electric guitar,woman playing electric guitar,3.2,CONTRADICTION
2737,man playing acoustic guitar,woman playing guitar electric,3.4,NEUTRAL
2740,man packing away acoustic guitar,woman playing electric guitar,2.6,NEUTRAL
2742,lady breaking eggs raw bowl,lady breaking raw eggs bowl,4.9,ENTAILMENT
2743,lady breaking raw eggs bowl,lady breaking raw eggs bowl,3.8,CONTRADICTION
2745,woman storing away eggs,woman cracking eggs bowl,3.6,NEUTRAL
2746,lady breaking raw eggs bowl,eggs cracked bowl woman,4.4,ENTAILMENT
2747,woman storing away eggs,lady breaking raw eggs bowl,2.8,NEUTRAL
2749,woman cracking eggs bowl,lady breaking raw eggs bowl,3.6,CONTRADICTION
2750,lady breaking raw eggs bowl,woman cracking eggs bowl,4.7,ENTAILMENT
2753,people play soccer kicking soccer ball goal,soccer players kicking soccer ball goal,4.7,ENTAILMENT
2759,soccer players kicking soccer ball goal,soccer player scoring goal,4.165,ENTAILMENT
2760,man woman eating happily,man woman eating,4,ENTAILMENT
2762,man woman talking,man woman conversation,4.8,ENTAILMENT
2767,man woman talking,man woman eating,3,NEUTRAL
2769,person pouring oil made olives pot stove,person pouring olive oil pot stove,4.9,ENTAILMENT
2771,person pouring olive oil pot stove,person pouring olive oil stove pot,3.515,NEUTRAL
2773,person cleaning pot cooking oil,person pouring cooking oil pot,3.2,NEUTRAL
2780,woman walking dog street,woman walking dog street,4.9,ENTAILMENT
2781,woman walking dog street,woman restraining dog,3.8,NEUTRAL
2782,woman walking dog,dog walked woman,4.8,ENTAILMENT
2785,woman walking dog street,woman walking dog,2.6,CONTRADICTION
2786,woman walking dog street,woman walking dog,4.5,ENTAILMENT
